Clicks,Revenue_Generated
1466,85518.67
2316,90596.13
1501,29113.49
2649,28188.28
4567,60130.78
1799,77881.21
2311,42651.52
4444,59383.76
1452,7542.12
1089,73009.78
671,52308.05
651,90496.82
2604,36562.56
4231,56665.3
1130,8190.21
2939,70022.8
200,67797.21
1051,88811.81
116,26688.78
4737,27803.83
613,41133.98
990,64870.53
763,63358.97
1756,43573.08
3651,30206.7
1191,30475.37
4528,36944.61
2076,34936.49
4968,82982.44
4346,61724.69
2150,16645.23
2822,28726.37
2982,5616.42
3924,94061.32
1351,81679.16
4940,31048.46
1591,49333.49
3156,60962.88
3185,79149.86
543,77873.75
467,80784.95
4725,93466.17
2818,61601.42
4721,22683.67
2966,96799.13
2073,72406.81
4302,58935.32
3985,20100.38
3873,77013.95
2631,32238.65
1307,20221.72
405,46441.66
270,75357.18
2371,69432.87
3280,41975.8
3017,63870.4
722,94273.82
1347,51650.95
81,39511.72
4737,40906.43
4498,43826.91
1158,22155.92
3229,2563.34
4438,93664.54
1492,77271.42
4051,31736.2
2381,75795.59
866,2832.46
1266,81305.04
28,41325.28
3093,24096.64
397,47868.63
3570,88259.29
2213,52238.45
2809,90013.88
595,3170.95
4806,92245.01
3911,9102.25
3007,95642.81
3978,38260.85
834,88535.55
3886,36225.11
4949,95324.28
3341,64746.64
3405,64263.91
340,12101.8
2506,97367.31
496,47367.04
3709,28744.29
4780,24694.14
865,75128.67
4003,61837.41
2528,40911.39
1532,7669.73
2115,32826.21
4853,36738.3
2752,57121.53
1237,78818.41
3536,97576.66
481,81697.22
672,57056.35
666,67449.35
133,38636.18
3067,89662.71
4452,40736.85
1890,51686.23
2206,48934.69
3483,36954.23
2201,19519.84
2220,95599.56
1381,81302.58
1441,2477.04
440,23196
4274,22206.81
1709,87423.41
3844,1679.06
110,87976.47
3668,27449.62
4617,86497.48
1435,57962.92
3997,74364.94
409,23124.41
2042,3027.85
914,47217.83
1154,81968.89
1722,1668.05
2648,28006.38
1769,72350.57
3667,4477.69
3314,91636.87
2907,70611.83
650,22490.57
1530,83048.1
1547,16654.11
4630,92855.01
4876,3917.19
674,28310.99
1257,97345.89
1571,34769.12
4603,15994.82
3994,37555.24
2399,20538.24
4998,86049.94
3723,27015.17
4682,85427.79
3522,88418.05
4623,96058.04
4091,32961.09
3162,82999.05
4524,59935.85
84,27199.08
2636,69902.91
520,28380.08
459,45442.2
155,5849.23
1193,93171.91
1410,44973.78
2500,3689.8
4916,85176.23
3649,33171.03
3093,1390.01
242,69388.06
2951,56934.08
75,98701
4233,7972.85
2361,47087.88
918,17005.46
2397,51510.71
4445,66121.42
3724,65579.28
630,44728.14
4849,64299.14
20,10758.37
1393,54211.53
4577,96051.82
2424,39097.46
1149,91592.76
3269,12924.79
3660,87221.73
1553,19501.81
4607,11245.69
276,64029.26
1137,23073.51
764,75887.12
4020,86203.24
4462,17878.68
4094,16976.47
1666,65168.45
2819,85467.7
2017,9826.44
3018,66288.38
4083,51274.93
3693,65046.9
4006,56640.04
3340,3734.13
3640,24534.79
3045,54105.36
4436,95070.4
3869,22397.33
1236,18079.51
2528,55183.74
3391,30742.99
4550,34351.98
4814,16497.14
3880,52670.26
247,2405.58
1244,54147.38
2199,49089.5
997,83861.57
1660,25618.71
1301,61222.34
1778,73502.78
2987,79136.57
303,13058.6
2159,40291.14
296,43105.37
3233,24388.7
544,87029.47
3922,34076.41
3589,84176.13
29,54573.66
3679,49184.12
548,3592
1332,73717.26
1400,34379.66
783,74217.66
3536,59785.78
1436,71547.39
3519,1392.81
2538,3172.55
1466,68426.43
3364,61951.06
1022,95457.21
71,47897.68
4083,96324.73
1564,89903.03
3829,23432.57
1251,56530.57
1347,39687.99
2497,7659.55
4163,60566.67
559,16467.03
3948,90094.22
2640,50220.76
4212,69954.36
11,34675.17
791,98083.61
1167,55858.09
2719,89317.82
4701,9373
3745,20336.78
928,57763.73
3468,13907.28
4404,43539.57
3749,32018.53
4620,57151.2
2663,54106.83
3419,59224.9
3845,56706.31
2984,15674.45
2304,16549.08
1972,72627.11
4375,4081.2
2823,62469.88
3497,76350.58
2377,56927.34
3126,17037.25
2952,4955.69
1825,85972.74
235,11625.58
4227,72923.94
1165,56587.67
590,16123.69
4413,61696.25
2133,34076.21
2308,94429.71
2117,53826.31
4225,8811.55
2195,86962.19
3229,96545.73
67,39550.11
4236,2426.09
4955,95587.88
2077,20309.98
4761,84768.35
3534,28147.16
162,24631.94
3544,71008.35
1099,94139.19
1176,43550.06
3129,32281.37
1858,7321.96
2976,33502.8
3776,91822.98
1414,70121.7
2688,67944.67
4699,73043.52
2556,53768.52
581,28717.34
3220,5225.41
1717,99732.81
3225,65719.2
1100,52241.09
3071,99111.45
1669,32032.66
1217,85734.72
434,15688.41
1328,28977.5
874,83332.53
239,10294.76
1046,12970.82
744,51536.22
4325,88851.65
1286,99703.25
378,87088.35
4488,71456.13
3504,55141.56
802,5092.06
36,86198.11
2155,40746.06
2433,80482.79
1866,60676.25
2427,24176.69
1595,57336.26
1486,44975.61
2874,11373.62
3383,73851.69
3950,63638.6
1565,13598.09
2668,87759.05
4591,87992.37
4092,22669.44
4450,46185.24
3396,43516.03
2809,86108.74
4589,35841.52
3381,30563.42
1801,87030.1
4761,89634.35
284,70977.35
4638,48900.74
1505,32900.92
2439,22448.61
776,66228.37
858,55393.29
3909,93522.98
2532,45818.68
602,85937.46
1263,27974.24
4416,13300.29
4948,51877.74
1761,15844.87
4308,4093.32
2981,92316.44
2340,35087.38
3682,40982.46
34,13545.35
1026,86857.94
4258,17911.59
1252,90928.16
309,98026.03
4872,41952.45
2157,13973.24
3564,95028.92
3959,30587.48
4172,90869.38
584,88293.01
3871,61412.23
776,48090.07
1998,2932.88
3997,75251.52
3133,84020.47
2722,50366.16
1088,96212.65
3696,77175.68
616,22118.23
4654,3732.55
3752,77834.76
2775,10360.15
2141,42726.51
3183,20466.4
3675,35626.89
1277,93430.28
750,5462.64
1009,11182.75
2419,84128.13
2650,98954.65
3309,21893.25
2935,33123.63
2113,33612.61
1739,1383.8
3876,7808.53
1582,61427.51
3785,25550.07
2245,47770.61
1266,30811.32
443,52238.58
4103,2348.11
4144,53934.6
2035,60981.4
1695,32382.94
1853,71923.71
2363,9437.52
2770,18208.7
1572,57145.84
3275,89656.09
3485,55425.86
4829,87413.02
3317,41286.17
4032,31011.49
1924,98451.27
1538,66953.99
2881,71619.59
2724,67325.28
3832,38384.59
619,80644.52
3561,58526.85
4509,38651.96
4419,22399.16
4546,69630.88
1320,39120.66
3277,78734.88
3903,34016.6
3255,26996.31
493,33880.52
483,60129.43
2013,4234.96
1803,37378.01
4640,37680.67
306,72051.38
931,29201.09
2809,41763.02
611,52094.12
4679,27951.13
2771,81547.34
3009,40753.44
3837,31869.69
1283,66589.24
4254,9557.1
4415,75534.91
2446,48679.8
2906,26779.05
2370,75440.86
394,80647.25
566,77295.11
3578,25986.46
3783,2021.99
3113,14667.03
1100,7284.88
642,71974.04
2913,97813.26
4828,13307.87
3349,5104.24
2537,30148.95
1913,35545.78
3529,90430.55
3326,32750.39
4474,67586.57
544,15595.64
230,30741.87
2728,2975.2
472,79393.37
4114,73665.32
642,69751.31
1224,70459.26
129,33550.13
4696,80337.69
3193,13592.79
382,4670.75
4796,58908.23
2718,28862.82
2911,13435.03
2976,46842.81
4545,27588.08
748,77781.85
4909,7067.68
3043,75491.29
2099,87070.84
3668,17422.58
1116,33518.9
3133,88214.78
3981,48466.35
3270,38997.6
297,16551.64
4563,23019.49
1713,84106.6
1158,54081.83
949,39595.9
4821,80070.51
170,14141.88
3829,37129.17
2332,45392.06
2866,28984.98
3841,64182.05
2229,38669.87
2993,68421.85
1933,88403.17
1665,1548.4
1869,82331.43
1676,31273.39
2599,4851.51
2041,72148.64
2089,42327.34
1128,31923.97
2471,66244.78
3500,2436.03
3078,31834.6
4346,70367.05
71,10815.73
3874,44195.89
2064,27760.65
1963,59153.3
3923,84562.05
2270,7445.46
3314,49837
3475,27950.83
2771,39090.31
4025,53388.41
3760,32089.91
3703,52489.23
4459,85032.41
1627,12254.43
2017,36036.69
4300,62323.97
1467,75874.29
3748,5455.87
4290,51712.29
1954,23798.86
480,20946.37
1943,27369.51
112,60502.13
4879,49437.35
1105,29465.29
403,43327.4
2185,27429.34
1240,47428.19
1732,46889.03
3377,78444.97
4266,51897.5
4972,96334.23
1675,56803.82
1238,27943.44
4038,81995.21
3988,56842.27
631,57874.6
2175,29269.09
93,92104.98
2099,98363.59
1314,14696.29
2521,61059.03
2487,49165.52
3781,3759.02
4260,42210.13
4476,85327.23
290,25485.01
584,16290.09
2292,99931.65
2884,9525.16
2219,15830.32
1295,34653.72
144,36466.01
323,55176.35
2475,87300.34
2615,52352.81
382,5389.7
460,66740.89
495,97892.33
2075,15999
789,43553.35
2500,58369.85
2176,92195.49
555,79438.22
1162,19364.37
2589,20130.21
4070,90524.16
2643,72925.7
3373,53230.14
1444,23085.37
1250,11076.95
2819,13885.3
3707,74068.81
4077,3095.16
2358,2859.49
1336,9310.17
2787,93733.62
2360,30074.8
4938,20426.74
506,48044.5
1680,25700.75
3061,6336.01
1199,27660.3
1805,98778.6
2061,64312
3004,47347.43
4041,21467.07
4022,30715.58
1242,23360.14
1802,8543.81
4997,95255.92
3987,55674.45
4894,96826
2021,71424.87
2573,9132.34
2156,47446.29
490,83947.28
2113,54101.3
616,41021.55
2569,80239.92
4902,43638.14
3180,59459.6
1677,8922.03
3112,62590.11
4590,52316.95
154,21292.92
2818,74253.4
3868,30257.84
2945,8396.96
3400,74556.41
4469,89105.76
1266,63342.33
1619,60050.45
1690,52634.72
4707,92999.08
2303,79330.66
1505,61753.7
747,59899.88
3925,83192.44
653,7184.63
1853,2507.6
1127,20779.92
4154,99310.06
3388,94215.85
3862,43267.12
1264,80215.7
4676,36019
1512,54968.03
2412,19109.56
4570,35690.43
856,68378.99
628,33986.81
2035,82022.53
1865,8396.03
2115,69055.3
2759,37935.07
475,4947.32
2149,67079.81
3329,43332.17
476,20330.45
4778,39986.26
2387,49567.39
2790,10825.94
2395,62090.57
4616,18899.17
491,46762.52
2265,31286.6
4762,85735.29
3613,95942.77
2645,61290.04
2352,30153.97
756,72422.35
1655,74786.83
1670,7183.65
1861,28265.62
2501,49177.18
2748,90130.14
1431,82168.21
50,66153.11
4244,98837.78
1732,63977.98
1484,69765.4
4102,80181.06
3014,69996.79
2597,75208.67
3532,29106.6
2996,90857.97
4015,85589.26
239,39222.23
585,3313.26
3397,37759.02
1154,52564.8
2052,30304.37
4581,73530.55
3446,88375.75
1819,3527.97
2724,40506.77
3275,97596.32
4175,26205.95
771,53644.93
1932,92388.56
666,83075.64
271,41127.44
4101,71125.85
456,14759.85
4311,73541.12
4613,27367.82
2256,28341.12
2579,14422.27
1890,95178.18
1315,45093.8
2166,66369.28
2024,82901.06
3001,57448.3
854,90214.56
4576,80310.63
3314,1065.44
1235,72207.08
3401,57910.53
3464,32708.69
3965,71837.34
3065,89985.38
239,46712.13
3690,2746.1
3847,92575.59
2171,46801.67
2703,56903.93
1284,67614.18
84,52804.61
1993,53808.54
4437,87641.65
4316,94604.52
4090,38004.55
4529,91753.87
396,76626.66
1562,54252.58
3037,79262.53
1270,65371.79
2376,40112.53
3940,47520.66
4801,22646.95
4463,37354.05
1786,31350.53
3568,2299.1
2102,47839.34
3387,68525.71
777,12960.87
1513,37874.72
292,46718.93
2450,90077.97
37,13669.66
2892,24404.37
4843,96527.72
2497,19850.92
3225,71026.39
3221,67503.52
302,88257.94
337,9034.59
240,14087.58
4486,31458.78
618,9122.91
1458,75636.89
910,56015.75
3957,84239.36
516,47357.97
2647,13103.53
4180,19190.87
4653,65667.28
2694,21744.05
3873,79027.18
849,98023.55
1489,77340.84
4941,29966.36
1532,1418.72
4662,86596.63
4028,50304.58
3767,60836.24
4805,28013.23
1770,63958.35
1644,36522.13
2260,9682.2
3471,60294.62
2902,13383.52
2741,31895.73
3453,98582.6
972,32631.66
4759,89776.07
2594,82609.86
3185,68808.16
4861,49940.49
1728,17797.4
373,62730.14
663,56860.23
13,8591.22
3410,33352.26
4075,37135.11
2109,1750.53
3752,15387.66
4975,3837.35
1962,16104.21
4851,73334.1
187,52882.79
4263,62003.15
3933,68979.9
3031,88618.52
4211,71291.97
3043,90037.86
4063,76155.49
3277,4438.76
1473,83784.31
3920,83934.11
2093,44793.17
1981,94827.33
2111,8097.44
3915,7234.51
3665,25954.93
3157,23341.04
4138,22329.02
1604,63782.54
3545,74663.72
4441,58226.85
3317,47610.11
1345,4862.18
564,36501.26
3665,79994.05
2317,12882.91
2729,36205.31
1699,87446.23
1750,88958.51
1946,32786.38
1628,48733.53
694,25617.87
4205,73645.34
3530,36787.3
1372,72847.57
1029,7135.18
2834,9220.88
2092,45081.65
786,29423.03
74,63321.85
1091,53754.3
1674,87280.32
4378,29139.98
1684,98418.42
1073,89861.79
4003,77898.03
4919,78383.66
1486,83463.25
2508,99216.65
972,54414.39
2943,50304.71
1098,10063.08
2510,65914.82
3443,28587.06
1657,22999.41
4363,65874.7
2142,67777.28
4409,97409.43
1664,64520.15
3861,37968.57
3985,18741.29
4612,34736.78
2127,86555.43
2483,45830.81
2144,76252.67
3216,33574.91
1072,67453.25
1476,42917.69
539,91980.59
4560,71554.03
4692,13564.02
2139,79531.35
2291,8752.62
4423,67163.03
4334,84977.57
415,64681.14
4989,95155.96
3720,49393.16
2484,63723.85
1743,87818.14
900,26108.43
2955,34876.56
2302,25824.61
224,66280.11
151,40364.36
2011,43977.9
4349,65710.27
1398,14358.16
1393,18373.19
4034,61336.91
851,26056.54
739,50682.77
274,53998.33
906,6796.63
2785,80230.93
4384,79751.46
3124,4283.88
1611,61196.09
1084,44665.48
4621,72051.06
3426,37426.07
1831,12856.53
2092,20544.32
2883,1769.6
712,44377.31
995,30491.73
474,36660.8
1529,28283.26
4565,39086.62
3377,81351.6
1199,67806.56
3727,78451.4
597,74579.11
1781,66732.64
4877,74244.12
1481,89086.74
1455,29279.62
1010,35354.75
549,31593.52
501,46433.54
2943,22663.53
2298,31397.36
4703,9437.82
1496,69335.58
3139,22927.99
2528,64005.83
1000,9543.5
4154,67253.79
338,5146.24
252,13798.02
3575,91231.06
1204,70916.44
4799,96525.15
4161,27985.57
595,83157.96
3093,92298.36
4342,5561.72
1947,26682.9
4631,91186.35
1787,59154.94
1096,64356.2
1859,39046.22
1192,12008.8
1612,66491.3
3275,86083.11
4490,87979.69
3622,73136.43
4175,53710.38
810,24631.86
4760,40823.34
2241,33373.38
3908,29530.53
3112,58820.16
1599,38067.03
3711,50711.04
4707,2191.81
2349,18230.6
4335,64256.51
3942,19059.41
519,48772.45
3519,51928.29
709,4395.48
3335,21774.18
3130,61309.41
353,7961.8
4730,88197.3
1991,52925.55
1344,38006.79
4435,59653.56
1356,94461.02
3478,54525.09
2973,25545.6
4675,29562.44
1088,34570.14
3600,18860.71
2167,93451.04
476,38503.43
736,65034.96
992,30680.41
4132,86830.02
3977,54023.61
68,64332.16
149,73747.77
1987,56390.94
3476,16514.63
715,2970.19
71,64333.47
3057,32965.96
2633,90971.01
1624,40150.34
2487,76429.01
4235,43078.92
3351,36916.65
1296,12883.11
3604,87737.62
1228,31978.23
4113,73007.15
4303,88648.8
566,88633.77
2914,63889.01
1986,86167.14
1696,28547.68
440,81549.66
91,39799.07
4306,15350.9
4851,75995.71
2299,58383.05
112,23417.44
290,42392.55
738,23427.92
3708,41533.71
2363,69562.21
4727,60165.89
1724,69075.67
3265,21632.36
229,93886.73
830,41332.9
3259,65149
261,60314.6
1084,64111.31
331,30722.45
4475,9021.69
4755,90087.62
2968,60180.36
320,22542.14
4812,97589.28
3239,46794.7
4276,73322.83
432,12185.43
1077,9601.83
1256,78440.84
1666,24161.94
3158,4960.35
2804,22644.17
4624,92047.61
2967,14083.15
4586,40756.05
1645,21283.52
3572,76956.57
865,68158.54
1080,69180.84
3403,30692.69
652,45972.3
2754,49025.97
430,28815.59
1681,80703.16
962,4937.59
237,80363
849,88366.99
1270,74681.96
1917,20220.53
1179,90132.28
4594,60368.83
850,91532.2
3282,7356.47
1914,32481.26
4400,20030.97
4120,8202.51
3195,34142.03
3212,8022.31
1701,44351.64
2653,4681.89
4150,67077.6
771,37302.41
4933,86832.66
3730,87334.41
2751,22949.55
3101,62916.28
2620,34757.05
1437,74925.28
4692,28229.03
4077,2174.15
2934,41594.82
1736,13261.16
1020,35864.04
1680,69628.12
613,37292.77
3652,35206.4
352,23459.89
3925,41566.26
2662,43062.46
1818,80181.31
73,35804.87
4901,18225.7
2237,74421.89
4834,34437.49
1286,65120.87
55,74872.6
2949,61386.65
3044,49957.57
4639,11895.37
4217,87815.78
3027,44468.89
532,60423.22
1848,87162.2
731,87587.89
3916,18849.21
4715,63021.72
2345,78133.8
908,51256.47
2110,86449.71
1342,57101.56
1443,10213.69
3798,84871.71
2343,8517
3697,73279.52
1464,56797.66
1602,5610.21
630,88912.21
538,97456.88
3159,67709.25
4948,74355.96
4318,7760.33
728,67125.85
1789,69745.84
418,64148.14
4908,20010.49
4635,86244.28
4891,83293.71
2579,69315.53
3875,31546.48
4347,94851.85
4373,39497.21
4072,31596.96
3936,76368.52
2623,56891.74
132,82408
1182,86441.28
751,44658.83
3550,62638.84
3163,27644.84
2770,58219.03
1816,48491.91
74,53124.92
1800,74230.49
3248,76678.85
4188,22483.88
3314,81092.56
1515,78093.05
266,59117.83
1707,45236.23
3709,26886.64
2280,58708.47
4401,11743.02
672,72853.65
1121,1358.43
3789,32562.7
856,59486.87
4232,78632.17
3216,71396.43
49,45460.25
3786,50970.35
1922,33831.05
1539,90129.79
1288,94591.64
4495,96252.8
993,2531.51
1967,85767.1
1175,95897.64
1951,72238.41
4491,17414.46
883,47346.82
4632,30308.81
2858,16648.62
670,80168.91
4819,66300.5
2954,9304.83
1908,24801.98
1726,44139.81
3484,35503.63
2453,24928.44
323,44520
3701,23040.55
868,34151.2
1575,10807.43
1198,16283.06
2222,42105.08
433,90697.97
2729,8480.9
4345,47075.58
1087,14203.99
593,59439.25
3015,83822.29
3826,36045.2
4053,15777.65
3230,24747.02
672,37133.47
2815,46499.65
515,32447.01
757,78631.61
319,15913.78
1135,47159.58
4730,30978.89
1927,71124.03
2729,65505.89
3992,21546.62
180,4235.47
3694,40669.47
1856,76041.94
3268,90196.12
796,49593.67
1085,96616.46
1758,96555.71
4423,80595.15
430,67377.6
3391,85228.79
2900,43762.56
4582,21585.3
865,65416.08
616,69021.43
2171,98670.62
2793,77812.3
682,65651.91
772,7532.12
2353,91782.63
3513,57378.49
1896,34720.83
4673,51329.47
4013,22440.05
3074,99753.09
3687,80416.95
560,1130.65
3384,60883.82
280,3406.32
4096,98886.96
4781,86439.38
2084,65600.27
2537,65129.6
4026,28721.47
462,56120.02
4354,72010.2
1131,98540.43
4246,38851.96
1583,92420.22
2352,1049.04
2312,22800.89
1462,34576.42
4800,80081.77
1973,92190.37
4144,49434.65
3242,77487.29
1113,78874.39
2112,85948.85
4712,69691.76
4368,11198.47
2737,81395.68
4219,40868.7
2255,26823.37
4193,59818.48
3487,45387.09
2776,93784.09
4290,79268.82
59,62288.21
3676,11942.85
1541,8218.46
4492,27630.09
2915,18312.68
2166,64091.71
609,38656.28
2623,78525.33
146,71138.53
4003,91492.28
1158,17677.37
2035,68042.16
1373,28562.96
3915,11733.07
2177,25684.28
2797,31861.32
4709,68096.17
718,89621.29
332,10986.05
1049,87287.62
3914,83613.75
1662,73701.65
3196,78867.64
4794,90807.05
3259,36691.88
4490,10854.62
707,30880.41
2518,65178.9
3366,67485
2603,12183.3
2503,18907.63
4670,16701.1
4013,86850.26
3250,88580.2
876,18780.41
2414,6941.35
1132,55134.24
4567,57622.61
4929,71484.11
2755,1372.46
3242,62723.59
869,51358.17
4910,19870.54
188,49792.17
2260,5166.5
1264,28622.1
2748,35676.01
216,15160.5
3624,50287.78
1569,33056.5
198,95375.25
3089,44930.82
1777,12462.85
4878,42940.01
4935,61371.76
3663,53909.77
2719,63818.31
2861,15362.33
2409,74013.75
3560,36484.46
3465,30647.25
256,29129.86
1280,62689.25
3870,43703.18
1424,93837.35
2765,30814.59
2371,39863.99
1264,37506.31
653,68565.64
1717,22197.68
1116,62497.88
1012,63757.95
448,19768.35
220,42375.62
2676,87875.98
4930,66084.5
907,52646.07
3212,24226.12
3595,93285.12
1684,71007.62
513,90158.07
4299,38171.86
4523,64910.11
3945,24600.06
1100,10867.46
1657,91191.48
785,95178.83
2017,29688.56
1288,41914.69
4640,15264.15
2211,65012.43
1596,2728.06
1225,86360.03
3093,78240.13
567,95170.91
3486,28393.5
167,58052.21
3646,1886.7
4162,53140.49
4169,65297
4877,28132.27
555,96029.92
659,83689.05
4841,50194.11
4275,48515.46
2454,10410.55
795,59133.26
318,27390.87
1683,68918.4
2320,87056.99
1002,88606.06
581,55355.36
4211,34842.69
4406,31233.41
337,21212.5
3072,85741.62
4146,49816.84
2987,67333.86
3150,94276.34
4419,3664.36
3913,37158.94
3817,73737.86
3729,45978.45
120,93003.85
4232,69253.94
202,5688.38
1878,53977.69
1132,92907.98
2595,78407.84
3510,25186.29
2389,11579.79
139,4492.68
4732,55187.57
2181,45382.3
1728,6310.44
4710,74548.19
3614,77956.77
2244,1841.68
3005,62394.15
1902,36055.54
799,66974.55
3765,35456.64
4958,55212.49
1703,53042.88
3069,19915.15
2452,15066.34
1359,45470.99
908,68857.85
1060,7604.78
225,92124.35
1425,79304.58
557,51162.2
2716,60416.9
1847,26108.81
620,4415.6
569,51653.11
94,1320.39
2799,6867.5
4273,77821.84
4602,79300.89
4179,59905.96
354,34649.98
4726,33107.12
1810,71948.49
3755,48365.69
2680,8729.79
3288,45064.1
4165,72463.92
2498,56855.15
1171,38968.2
1348,3979.09
4595,2088.34
1696,86954.01
3627,65888.7
461,35184.13
1411,53826.06
3942,7462.39
1018,27403.14
4769,25248.15
4465,43831.93
2631,84217.32
2378,46346.25
3254,67408.19
4920,8114.09
849,52471.42
4010,27625.98
1910,48215.06
2243,90667.07
4436,35780.05
3831,15116.48
4587,30102.09
571,91564.58
3616,12891.64
3839,1265.96
773,79727.62
1215,67551.06
4335,85359.51
1001,91618.52
1576,48187.05
3111,53347.66
789,89307.12
2519,9106.1
3309,19958.23
838,93199.37
2958,91894.77
2102,20257.87
205,25589.32
1025,69706.54
4266,69843.57
4240,20354.71
2355,39357.85
4335,3894.97
2883,61906.92
2516,23106.04
1910,66315.33
1944,99232.15
4168,10362.91
3215,83930.99
234,83680.84
3079,81206.05
68,92092.85
1545,72719.47
1352,72821.1
2863,10300.62
2337,76240.96
3100,77923.65
625,96484.51
4350,27709.5
4326,4859.54
889,39852.22
569,94320.64
3769,86358.05
4616,49241.08
4877,36338.85
320,67858.4
3812,95545.06
4532,22500.34
3947,50803.02
1536,94433.19
1650,38202.69
2399,19461.43
2912,47807.67
676,30353
2417,87942
2109,62792.14
1412,51619.58
4515,92297.41
3984,9008.58
2603,7525.7
2908,88956.89
609,49210.89
1160,60856.28
1512,93569.73
1696,71334.17
310,81646.71
498,78270.1
1011,16436.32
35,64145.76
2203,93948.92
689,41574.77
1226,86668.22
3051,88401.64
4641,59708.08
266,78612.52
4327,15715.9
1422,84313.15
3982,37937.25
2741,18633.54
882,13886.08
4339,65042.93
2414,58244.68
3578,89391.33
4575,47973.07
1041,85005.29
1551,67761.51
2561,52462.01
3836,66866.52
1022,84361.2
2001,63532.3
231,35455.05
3530,16940.01
3537,61013.62
1735,77774.23
260,76175.76
4478,51113.7
2488,89181.52
4606,91711.18
4080,75663.46
2890,73786.71
4617,60964.86
655,58685.44
431,82762.02
2658,47688.57
4607,52752.58
3453,50983.74
998,35441.56
4348,31112.04
3697,13640.98
4377,89265.17
2923,48452.67
1153,53299.4
3897,85264.61
4152,61932.81
2570,4643.45
356,95532.28
4934,92083.22
2328,36005.84
1406,13016.31
346,89063.95
677,23488.09
1875,64256.05
3768,69452.4
4658,39325.07
3117,26683.48
3664,31430.77
1157,98718.27
756,9556.05
1110,4437.75
4825,47554.9
331,39463.51
4920,52687.6
2876,49900.17
4286,9351.96
4228,8694.23
3197,79686.91
4251,7213.03
4010,27068.93
2920,18940.17
1822,15470.53
3860,18768.48
2404,67709.65
1075,83338.97
3063,82760.61
4900,31791.97
2712,64648.41
1836,22220.09
2710,43828.57
2150,28928.25
691,90832.14
2043,74041.25
132,80459.16
2728,25444.35
1413,41536.98
4512,90494.91
1653,21538.64
4625,61690.84
2208,94427.81
1824,7178.15
47,88424.57
417,97336.96
2045,11011.52
1887,13046.33
3032,42916.18
228,8715.8
208,58700.59
1621,44518.08
3918,57262.55
3544,48680.17
3150,16976.2
2198,27144.41
4408,34916.23
1317,90889.96
2880,52194.37
833,19131.19
4004,2016.98
3330,56796.72
4769,52525.9
2311,97451.27
4461,23742.33
3248,84394.89
3620,68468.89
4121,58576.43
2242,37690.13
4378,75533.28
2253,49059.82
621,64470.74
3166,94135.47
1487,63954.14
494,33345.44
4810,81702.71
3918,7477.02
4520,36582.3
4283,69505.01
4747,68209.42
55,42319.38
3447,12867.34
175,65284.12
4307,23350.12
3058,17107.45
2398,43578.39
4293,32572.52
4039,92099.38
4741,23344.59
379,57898.14
2081,45162.26
2283,82011.12
2884,31264.79
3726,38768.16
4684,7778.81
631,95297.72
1039,62086.85
467,35036.38
3140,24794.95
1695,7702.67
751,57390.66
2550,20760.24
3885,37184.85
1701,97383.38
3487,68389.4
4570,80709.15
3690,33674.14
293,81221.59
568,93098.05
3803,87247.68
3687,17625.43
4586,34624.4
3857,50253.37
146,62848.53
3859,15437.64
3209,63183.88
4862,80223.52
3583,9587.94
2988,71185.45
3017,70208.6
1974,58994.93
4499,93052.4
3361,8481.79
81,30521.51
3445,68772.87
4572,11514.61
1944,97148.7
4221,36702.1
3064,95375.81
802,89244.48
1899,91519.88
1756,79062.55
2366,37247.51
853,37152.92
1264,47133.96
2213,52690.74
1675,30271.8
3991,72662.56
4389,19731.87
4058,17548.02
2655,50376.12
116,39048.3
597,23040.32
864,63208.85
1158,19459.06
1019,18955.72
1209,35166.56
2953,47510.55
1641,50651.04
350,42559.4
739,30000.34
2975,21472.48
1107,11878.09
3847,6446.86
379,22448.1
4868,93563.28
1566,86301.05
1145,75329.72
4660,44012
2738,53368.81
4755,11867.85
376,27380.7
3955,38051.69
2724,68153.5
1736,93361.71
3829,89844.78
2713,30782.42
1297,60137.54
1263,95382.74
859,12589.02
2099,17312.85
682,8819.26
2916,91287.89
4687,72514.99
2186,79949.2
4039,50885
2978,16836.65
2255,77699.68
2251,99345.76
298,64134.34
1119,28205.46
4732,31542.38
1165,6585.66
372,10011.07
4612,42859.36
1474,58530.66
2921,4841.81
2265,67693.65
2029,61091.1
711,62898.94
42,73547.68
3361,33374.55
4913,20563.76
277,90847.32
2409,44553.38
2041,1125.68
1144,12305.21
2081,30499.66
775,58067.35
4828,40761.95
893,37232.18
2778,81222.42
1282,47318.46
3131,41007.36
4027,2346.8
3084,50194.53
4598,17511.53
320,30616.33
3152,6121.81
1492,93516.23
4827,90875.89
2966,15933.35
3446,45405.38
2099,99789.52
756,16054.84
895,76229.55
2997,43040.34
2050,76153.77
2340,92622.84
3419,62777.84
208,97339.76
600,33208.73
3000,15063.45
31,59191.37
321,61967.81
706,59981.47
2913,68028.9
2878,51582.58
752,3862.26
2870,8874.98
825,49680.66
2043,9339.23
3823,21127.62
4722,64835.13
4235,48572.37
477,31924.69
3668,43868.44
4783,28021.4
1171,32392.18
3349,96477.74
3340,4336.05
4202,16460.37
2623,35836.79
3317,3318.99
1076,58131.68
4867,49157.88
2314,72058.44
3347,22720.29
2342,77904.02
2288,4805.21
2126,60177.67
2568,4096.91
1604,9063.89
2996,32835.01
